CourseCode	ShortTitle	LongTitle	BeginTime	EndTime	Meets	Building	Room	Enrollment	Capacity	Professor
ABRD 300  A	STUDY ABROAD	STUDY ABROAD	NULL	NULL		OFFCP	NULL	17	20	Johnson, Lois L.
ACCT 202  A	PRIN OF ACCOUNT	PRINCIPLES OF ACCOUNTING II	08:00:00	08:50:00	MWF	HAL	306	37	44	McFeaters, Michelle R.
ACCT 202  A	PRIN OF ACCOUNT	PRINCIPLES OF ACCOUNTING II	16:00:00	17:50:00	R	HAL	310	37	37	McFeaters, Michelle R.
ACCT 202  B	PRIN OF ACCOUNT	PRINCIPLES OF ACCOUNTING II	11:00:00	11:50:00	MWF	HAL	304	36	43	Stone, Jennifer Nicole
ACCT 202  B	PRIN OF ACCOUNT	PRINCIPLES OF ACCOUNTING II	16:00:00	17:50:00	M	HAL	310	36	43	Stone, Jennifer Nicole
ACCT 202  C	PRIN OF ACCOUNT	PRINCIPLES OF ACCOUNTING II	09:00:00	09:50:00	MWF	HAL	306	35	42	Stone, Jennifer Nicole
ACCT 202  C	PRIN OF ACCOUNT	PRINCIPLES OF ACCOUNTING II	16:00:00	17:50:00	R	HAL	310	35	42	Stone, Jennifer Nicole
ACCT 202  D	PRIN OF ACCOUNT	PRINCIPLES OF ACCOUNTING II	13:00:00	13:50:00	MWF	HAL	309	31	37	Stone, Jennifer Nicole
ACCT 202  D	PRIN OF ACCOUNT	PRINCIPLES OF ACCOUNTING II	16:00:00	17:50:00	M	HAL	308	31	37	Stone, Jennifer Nicole
ACCT 302  A	INTERMED ACCTNG	INTERMEDIATE ACCOUNTING II	10:00:00	10:50:00	MWF	HAL	309	21	25	Baglia, David S.
ACCT 302  A	INTERMED ACCTNG	INTERMEDIATE ACCOUNTING II	16:00:00	17:50:00	R	HAL	308	21	21	Baglia, David S.
ACCT 302  B	INTERMED ACCTNG	INTERMEDIATE ACCOUNTING II	11:00:00	11:50:00	MWF	HAL	309	26	26	Baglia, David S.
ACCT 302  B	INTERMED ACCTNG	INTERMEDIATE ACCOUNTING II	16:00:00	17:50:00	R	HAL	308	26	31	Baglia, David S.
ACCT 321  A	ACCT INFO SYST	ACCT INFORMATION SYSTEMS	08:00:00	09:15:00	TR	HAL	309	31	31	Stone, Jennifer Nicole
ACCT 402  A	ADVANCED ACCOUN	ADVANCED ACCOUNTING II	11:30:00	12:45:00	TR	HAL	309	31	37	Russin, Amy C.
ACCT 404  A	ADV AUDITING	ADV AUDITING	10:05:00	11:20:00	TR	HAL	216	11	13	Russin, Amy C.
ACCT 406  A	ADV TAX ACCT	ADVANCED TAX ACCT	18:30:00	21:00:00	T	HAL	309	7	7	Snyder, Richard W.
ACCT 410  A	CONT ACCT THEOR	CONTEMP ACCT THEORY/PRACTICE	08:00:00	09:15:00	TR	HAL	306	14	16	McFeaters, Michelle R.
ACCT 460  A	INDEPENDENT STU	INDEPENDENT STUDY	NULL	NULL		NULL	NULL	2	2	NULL
ACCT 480  A	INTERN IN ACCT	INTERNSHIP IN ACCOUNTING	NULL	NULL		NULL	NULL	1	1	NULL
ACCT 480  B	INTERN IN ACCT	INTERNSHIP IN ACCOUNTING	NULL	NULL		NULL	NULL	1	1	NULL
ART  103  A	BEGIN HAND BLD	BEGINNING HAND BUILDING	13:00:00	14:15:00	TR	PFAC	47	13	15	Rhoades, Kathy J.
ART  104  A	BEGIN WHEEL THR	BEGINNING WHEEL THROWING	10:05:00	11:20:00	TR	PFAC	47	11	13	Rhoades, Kathy J.
ART  105  A	PAINTING	PAINTING	15:00:00	16:15:00	MW	PFAC	45	21	25	Sanders, Glen E.
ART  106  A	DESIGN THINK	INTRO TO DESIGN THINKING	14:30:00	15:45:00	TR	PFAC	45	19	22	Rhoades, Kathy J.
ART  111  A	SCULPTURE	SCULPTURE	15:00:00	17:30:00	W	PFAC	46	12	14	Rhoades, Kathy J.
ART  202  A	HIST/APPR ART	HIST & APPREC OF ART II	10:05:00	11:20:00	TR	PFAC	112	18	21	Drake, Joshua F.
ART  207  A	ADV CERAMICS	ADVANCED CERAMICS	14:30:00	15:45:00	TR	PFAC	47	8	8	Rhoades, Kathy J.
ART  210  A	INTRO VIS COMM	INTRO TO VISUAL COMM DESIGN	13:00:00	14:15:00	TR	PFAC	45	21	25	Rhoades, Kathy J.
ART  215  A	INTERACT DESIGN	INTERACTIVE DESIGN AND USER EXP	18:30:00	21:00:00	W	PFAC	45	11	11	Drake, Joshua F.
ART  321  A	TEACH ELEM ART	TEACHING ELEMENTARY ART	16:00:00	16:50:00	T	PFAC	45	25	25	Drake, Joshua F.
ART  390  A	VISUAL COMM II	VISUAL COMMUNICATION DESIGN II	10:05:00	11:20:00	TR	PFAC	45	12	14	Dr. Wolfe
ASTR 207  A	STARS/GAL/COSMO	INTRO TO STARS/GALAXIES/COSMOLOGY	13:00:00	13:50:00	MWF	HAL	113	55	66	Clem, James L.
ASTR 310  A	INTRO TO ASTRO	INTRODUCTION TO ASTROPHYSICS	10:05:00	11:20:00	TR	STEM	140B	6	7	Clem, James L.
BIOL 102  A	GEN BIOL II	GENERAL BIOLOGY II	08:00:00	08:50:00	MWF	HAL	308	52	52	Dudt, Jan F.
BIOL 102  B	GEN BIOL II	GENERAL BIOLOGY II	09:00:00	09:50:00	MWF	HAL	308	56	67	Dudt, Jan F.
BIOL 102  L    L	LABORATORY	LABORATORY	14:00:00	16:59:00	M	STEM	145	25	30	Strain, Joy G.
BIOL 102  M    L	LABORATORY	LABORATORY	10:05:00	12:59:00	T	STEM	145	27	27	Jenkins, Stephen P.
BIOL 102  N    L	LABORATORY	LABORATORY	14:30:00	17:29:00	T	STEM	145	26	31	Dudt, Jan F.
BIOL 102  O    L	LABORATORY	LABORATORY	14:00:00	16:59:00	W	STEM	145	17	20	Barton, Heather D.
BIOL 102  P    L	LABORATORY	LABORATORY	14:30:00	17:29:00	R	STEM	145	13	13  Dudt, Jan F.
BIOL 208  A	INT ENVIR EDUC	INTRO TO ENVIRONMENTAL EDUCATION	14:00:00	15:59:00	F	RO	124	8	9	McCullough, Jacqueline Leigh
BIOL 234  A	CELL BIOLOGY	CELL BIOLOGY	09:00:00	09:50:00	MWF	HAL	208	38	45	Pazehoski, Kristina O. Stauff, Devin Lee
BIOL 234  B	CELL BIOLOGY	CELL BIOLOGY	10:00:00	10:50:00	MWF	HAL	208	47	56	Pazehoski, Kristina O. Stauff, Devin Lee
BIOL 234  L    L	LABORATORY	LABORATORY	10:05:00	12:59:00	T	STEM	155	24	28	Pazehoski, Kristina O.
BIOL 234  M    L	LABORATORY	LABORATORY	14:00:00	16:59:00	T	STEM	155	22	26	Stauff, Devin Lee
BIOL 234  N    L	LABORATORY	LABORATORY	10:05:00	12:59:00	R	STEM	155	20	24	Stauff, Devin Lee
BIOL 234  O    L	LABORATORY	LABORATORY	14:00:00	16:59:00	R	STEM	155	19	22	Stauff, Devin Lee
BIOL 302  A	DEVELOP BIOL	DEVELOPMENTAL BIOLOGY	12:00:00	12:50:00	MWF	STEM	245	10	12	Antoszewski, Lisa M.
BIOL 302  L    L	LABORATORY	LABORATORY	14:00:00	16:59:00	M	STEM	245	10	12	Antoszewski, Lisa M.
BIOL 310  A	ZOO DISEASE &	ZOONOTIC DISEASE AND PUBLIC HEALTH	11:30:00	12:45:00	TR	STEM	245	28	28	Dr. Wolfe
BIOL 310  L    L	LABORATORY	LABORATORY	13:00:00	14:59:00	F	STEM	245	28	33	Dr. Wolfe
BIOL 314  A	IMMUNOLOGY	IMMUNOLOGY	08:00:00	08:50:00	MWF	STEM	245	23	27	Dr. Wolfe
BIOL 320  A	CONS/WILDLIFE	CONSERVATION/WILDLIFE BIOLOGY	08:00:00	08:50:00	MWF	RO	102	27	32	Dr. Wolfe
BIOL 320  L    L	LABORATORY	LABORATORY	14:00:00	16:59:00	M	RO	65	27	27	Dr. Wolfe
BIOL 326  A	EVOL BIOL	EVOLUTIONARY BIOLOGY	10:05:00	11:20:00	TR	STEM	245	17	20	Dr. Wolfe
BIOL 334  A	BIOC FOR BIOL	BIOCHEMISTRY FOR BIOLOGY	12:00:00	12:50:00	MWF	HAL	114	35	35	Dr. Wolfe
BIOL 346  A	MAMMAL PHYSIO	MAMMALIAN PHYSIOLOGY	11:00:00	11:50:00	MWF	HAL	210	54	64	Dr. Wolfe
BIOL 346  L    L	LABORATORY	LABORATORY	13:00:00	14:59:00	T	STEM	245	19	22	Dr. Wolfe
BIOL 346  M    L	LABORATORY	LABORATORY	15:00:00	16:59:00	T	STEM	245	12	14	Dr. Wolfe
BIOL 346  N    L	LABORATORY	LABORATORY	13:00:00	14:59:00	W	STEM	245	23	27	Dr. Wolfe
BIOL 370  A	IND RESEARCH	INDEPENDENT RESEARCH	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
BIOL 470  A	IND RESEARCH	INDEPENDENT RESEARCH	NULL	NULL		NULL	NULL	3	3	Dr. Wolfe
BIOL 470  B	IND RESEARCH	INDEPENDENT RESEARCH	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
BIOL 470  C	IND RESEARCH	INDEPENDENT RESEARCH	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
BIOL 480  A	INTERN IN BIOL	INTERNSHIP IN BIOLOGY	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
BIOL 484  A	ISSUES ENV EDUC	ISSUES IN ENVIRONMENTAL EDUCATION	09:00:00	09:50:00	MW	STEM	140B	11	13	Dr. Wolfe
BIOL 486  A	SEM:BIO TCHRS	SEM  FOR BIOL TEACHERS	13:00:00	13:50:00	R	RO	124	3	3	Dr. Wolfe
BIOL 488  A	SEMINAR IN BIOL	SEMINAR IN BIOLOGY	13:00:00	13:50:00	M	STEM	140B	16	16	Dr. Wolfe
BIOL 488  B	SEMINAR IN BIOL	SEMINAR IN BIOLOGY	14:00:00	14:50:00	M	STEM	160B	10	10	Dr. Wolfe
BUSA 201  A	BUS STATISTICS	BUSINESS STATISTICS	08:00:00	08:50:00	MWF	HAL	312	39	46	Dr. Wolfe
BUSA 201  B	BUSINESS STATIS	BUSINESS STATISTICS	14:30:00	15:45:00	TR	HAL	208	47	56	Dr. Wolfe
BUSA 203  A	PRIN MGT/LEADER	PRIN OF MANAGEMENT & LEADERSHIP	11:00:00	11:50:00	MWF	HAL	308	47	56	Dr. Wolfe
BUSA 203  B	PRIN MGT/LEADER	PRIN OF MANAGEMENT & LEADERSHIP	12:00:00	12:50:00	MWF	HAL	308	46	55	Dr. Wolfe
BUSA 204  A	PRIN OF MARKET	PRINCIPLES OF MARKETING	10:00:00	10:50:00	MWF	HAL	314	33	39	Dr. Wolfe
BUSA 204  B	PRIN OF MARKET	PRINCIPLES OF MARKETING	11:00:00	11:50:00	MWF	HAL	314	34	40	Dr. Wolfe
BUSA 204  C	PRIN OF MARKET	PRINCIPLES OF MARKETING	14:00:00	14:50:00	MWF	HAL	316	33	39	Dr. Wolfe
BUSA 211  A	BUS COMP APP	BUSINESS COMPUTER APPLICATIONS	13:00:00	13:50:00	MWF	HAL	216	30	36	Dr. Wolfe
BUSA 211  B	BUS COMP APP	BUSINESS COMPUTER APPLICATIONS	14:00:00	14:50:00	MWF	HAL	216	28	33	Dr. Wolfe
BUSA 211  C	BUS COMP APP	BUSINESS COMPUTER APPLICATIONS	15:00:00	15:50:00	MWF	HAL	216	24	28	Dr. Wolfe
BUSA 214  A	BUS/ETHICS/SOC	"BUSINESS, ETHICS, & SOCIETY"	08:00:00	08:50:00	MWF	HAL	301	23	27	Dr. Wolfe
BUSA 214  B	BUS/ETHICS/SOC	"BUSINESS, ETHICS, & SOCIETY"	09:00:00	09:50:00	MWF	HAL	301	23	27	Dr. Wolfe
BUSA 214  C	BUS/ETHICS/SOC	"BUSINESS, ETHICS, & SOCIETY"	13:00:00	13:50:00	MWF	HAL	316	23	23	Dr. Wolfe
BUSA 301  A	PRIN OF FINANCE	PRINCIPLES OF FINANCE	08:00:00	08:50:00	MWF	HAL	314	27	27	Dr. Wolfe
BUSA 301  B	PRIN OF FINANCE	PRINCIPLES OF FINANCE	09:00:00	09:50:00	MWF	HAL	314	30	36	Dr. Wolfe
BUSA 301  C	PRIN OF FINANCE	PRINCIPLES OF FINANCE	11:00:00	11:50:00	MWF	HAL	312	33	39	Dr. Wolfe
BUSA 302  A	LEAN MANAGEMENT	LEAN MANAGEMENT	10:00:00	10:50:00	MWF	HAL	316	36	43	Dr. Wolfe
BUSA 303  A	BUS LAW	BUSINESS LAW	10:05:00	11:20:00	TR	HAL	302	30	30	Dr. Wolfe
BUSA 303  B	BUS LAW	BUSINESS LAW	11:30:00	12:45:00	TR	HAL	302	29	29	Dr. Wolfe
BUSA 304  A	LEGAL ENV BUS	LEGAL ENVIRONMENT OF BUSINESS	08:00:00	08:50:00	MWF	HAL	302	14	16	Dr. Wolfe
BUSA 305  A	GLOBAL BUS ISS	GLOBAL BUSINESS ISSUES	13:00:00	13:50:00	MWF	HAL	111	23	27	Dr. Wolfe
BUSA 305  B	GLOBAL BUS ISS	GLOBAL BUSINESS ISSUES	14:00:00	14:50:00	MWF	HAL	111	21	25	Dr. Wolfe
BUSA 315  A	DIGITAL MARKET	DIGITAL MARKETING	18:30:00	21:00:00	M	HAL	304	25	30	Dr. Wolfe
BUSA 330  A	SEARCH ENGINE	SEARCH ENGINE OPTIMIZATION	10:00:00	10:50:00	MWF	HAL	214	15	15	Dr. Wolfe
BUSA 390  A	STDY: FIN MODEL	STUDY: FINANCIAL MODELLING	11:30:00	12:45:00	TR	HAL	316	11	13	Dr. Wolfe
BUSA 390  B	STDY: ANALYTICS	STUDY: BUSINESS ANALYTICS DEC MAKNG	14:00:00	14:50:00	MWF	HAL	114	12	14	Dr. Wolfe
BUSA 408  A	SOCI ENTR PRAC	SOCIAL ENTREPRENUERSHIP PRACTICUM	14:30:00	15:45:00	TR	HAL	209	3	3	Dr. Wolfe
BUSA 412  A	RETAIL MGM	RETAIL MANAGEMENT	11:00:00	11:50:00	MWF	HAL	204	25	30	Dr. Wolfe
BUSA 415  A	STRATEGIC MARKE	STRATEGIC MARKETING	10:05:00	11:20:00	TR	HAL	111	19	19	Dr. Wolfe
BUSA 417  A	NEW PRODUCT	NEW PRODUCT DEVELOPMENT AND MGMT	13:00:00	14:15:00	TR	HAL	216	18	21	Dr. Wolfe
BUSA 419  A	CONSUM BEHAVIOR	CONSUMER BEHAVIOR	08:00:00	09:15:00	TR	HAL	316	20	20	Dr. Wolfe
BUSA 419  B	CONSUMER BEHAVI	CONSUMER BEHAVIOR	11:30:00	12:45:00	TR	HAL	312	24	28	Dr. Wolfe
BUSA 432  A	INVESTMENTS	INVESTMENTS	12:00:00	12:50:00	MWF	HAL	314	18	18	Dr. Wolfe
BUSA 433  A	RISK/INSURANCE	RISK AND INSURANCE	13:00:00	14:15:00	TR	HAL	214	31	37	Dr. Wolfe
BUSA 435  A	FINANCIAL PLAN	FINANCIAL PLANNING	18:30:00	21:00:00	M	HAL	216	19	19	Dr. Wolfe
BUSA 440  A	ADV CORP FIN	ADVANCED CORPORATE FINANCE	08:00:00	09:15:00	TR	HAL	209	7	8	Dr. Wolfe
BUSA 440  A	FINANCIAL POLIC	ADVANCED CORPORATE FINANCE	08:00:00	09:15:00	TR	HAL	209	4	4	Dr. Wolfe
BUSA 440  B	ADV CORP FIN	ADVANCED CORPORATE FINANCE	11:30:00	12:45:00	TR	HAL	209	5	6	Dr. Wolfe
BUSA 440  B	FINANCIAL POLIC	ADVANCED CORPORATE FINANCE	11:30:00	12:45:00	TR	HAL	209	11	13	Dr. Wolfe
BUSA 450  A	QUALITY MGM	QUALITY MANAGEMENT	09:00:00	09:50:00	MWF	HAL	312	40	40	Dr. Wolfe
BUSA 460  A	INDEPENDENT STU	INDEPENDENT STUDY	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
BUSA 460  B	INDEPENDENT STU	INDEPENDENT STUDY	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
BUSA 462  A	MULTINAT'L FIN	MULTINATIONAL FINANCIAL MANAGEMENT	14:00:00	14:50:00	MWF	HAL	312	6	7	Dr. Wolfe
BUSA 462  B	MULTINAT'L FIN	MULTINATIONAL FINANCIAL MANAGEMENT	15:00:00	15:50:00	MWF	HAL	312	4	4	Dr. Wolfe
BUSA 464  A	SIX SIGMA MGT	SIX SIGMA MANAGEMENT	10:05:00	11:20:00	TR	HAL	309	28	33	Dr. Wolfe
BUSA 475  A	LEADERSHIP	LEADERSHIP	15:00:00	15:50:00	MWF	HAL	302	27	32	Dr. Wolfe
CHEM 102  A	GEN CHEM II	GENERAL CHEMISTRY II	10:00:00	10:50:00	MWF	STEM	51	50	50	Dr. Wolfe
CHEM 102  B	GEN CHEM II	GENERAL CHEMISTRY II	11:00:00	11:50:00	MWF	STEM	51	62	74	Dr. Wolfe
CHEM 102  L    L	LABORATORY	LABORATORY	14:00:00	16:59:00	W	STEM	255	31	31	Dr. Wolfe
CHEM 102  M    L	LABORATORY	LABORATORY	10:05:00	12:59:00	R	STEM	255	34	34	Dr. Wolfe
CHEM 102  N    L	LABORATORY	LABORATORY	14:30:00	17:29:00	R	STEM	255	28	33	Dr. Wolfe
CHEM 102  O    L	LABORATORY	LABORATORY	14:00:00	16:59:00	F	STEM	255	19	22	Dr. Wolfe
CHEM 105  A	CHEM FOR ENGR	CHEMISTRY FOR ENGINEERS	12:00:00	12:50:00	MWF	STEM	51	45	54	Dr. Wolfe
CHEM 105  L    L	LABORATORY	LABORATORY FOR ENGINEERS	13:00:00	14:50:00	T	STEM	255	21	25	Dr. Wolfe
CHEM 105  M    L	LABORATORY	LABORATORY FOR ENGINEERS	15:00:00	16:59:00	T	STEM	255	24	28	Dr. Wolfe
CHEM 242  A	ORGANIC CHEMIST	ORGANIC CHEMISTRY II	08:00:00	08:50:00	MWF	HAL	208	24	28	Dr. Wolfe
CHEM 242  B	ORGANIC CHEMIST	ORGANIC CHEMISTRY II	09:00:00	09:50:00	MWF	HAL	204	29	34	Dr. Wolfe
CHEM 242  L    L	LABORATORY	LABORATORY	14:00:00	16:59:00	M	RO	105	7	8	Dr. Wolfe
CHEM 242  M    L	LABORATORY	LABORATORY	14:00:00	16:59:00	W	RO	105	9	10	Dr. Wolfe
CHEM 242  N    L	LABORATORY	LABORATORY	14:00:00	16:59:00	R	STEM	226	7	8	Dr. Wolfe
CHEM 242  O    L	LABORATORY	LABORATORY	10:05:00	12:59:00	R	STEM	226	9	10	Dr. Wolfe
CHEM 242  P    L	LABORATORY	LABORATORY	14:00:00	16:59:00	W	STEM	226	11	11	Dr. Wolfe
CHEM 242  Q    L	LABORATORY	LABORATORY	10:05:00	12:59:00	R	RO	105	10	12	Dr. Wolfe
CHEM 270  A	INDEPEND RSRCH	INDEPENDENT RESEARCH	NULL	NULL		NULL	NULL	5	6	Dr. Wolfe
CHEM 342  A	PHYS CHEM	PHYSICAL CHEM OF BIOLOGICAL SYSTEMS	10:00:00	10:50:00	MWF	HAL	114	16	19	Dr. Wolfe
CHEM 342  M    L	LABORATORY	LABORATORY	14:30:00	17:29:00	R	STEM	50	16	19	Dr. Wolfe
CHEM 346  A	MACRO CHEM	MACROSCOPIC PHYSICAL CHEMISTRY:	11:00:00	11:50:00	MWF	STEM	50	16	19	Dr. Wolfe
CHEM 346  L    L	LABORATORY	LABORATORY	14:00:00	16:59:00	M	STEM	50	16	16	Dr. Wolfe
CHEM 352  A	BIOCHEMISTRY II	BIOCHEMISTRY II	09:00:00	09:50:00	MWF	HAL	113	20	24	Dr. Wolfe
CHEM 352  M    L	LABORATORY	LABORATORY	13:00:00	16:59:00	W	STEM	155	20	20	Dr. Wolfe
CHEM 356  A	MOLEC SYM/GP TH	MOLECULAR SYMMETRY/GP THRY	10:05:00	11:20:00	T	HAL	206	28	33	Dr. Wolfe
CHEM 370  A	IND RESEARCH	INDEPENDENT RESEARCH	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
CHEM 406  A	INSTRUM ANLYS	INSTRUMENTAL ANALYSIS	12:00:00	12:50:00	WF	STEM	160B	4	4	Dr. Wolfe
CHEM 406  L    L	LABORATORY	LABORATORY	14:00:00	16:59:00	W	RO	54	4	4	Dr. Wolfe
CHEM 428  A	ORGANOMETALLIC	ORGANOMETALLIC CHEMISTRY	09:00:00	09:50:00	MWF	RO	102	6	7	Dr. Wolfe
CHEM 445  A	CHEM MOD/COMPUT	CHEM MODELING/COMPUTATIONAL CHEM	10:05:00	11:20:00	TR	STEM	50	3	3	Dr. Wolfe
CHEM 458  A	ADV SYNTH LAB	ADVANCED SYNTHESIS LABORATORY	13:00:00	16:29:00	TR	RO	102	6	7	Dr. Wolfe
CHEM 463  A	POLYMER CHEMIST	POLYMER CHEMISTRY	08:00:00	08:50:00	TR	STEM	140B	3	3	Dr. Wolfe
CHEM 487  A	BIOCHEM SEM	BIOCHEMISTRY SEMINAR	14:00:00	14:50:00	F	STEM	140B	6	6	Dr. Wolfe
CHEM 487  B	BIOCHEM SEM	BIOCHEMISTRY SEMINAR	13:00:00	13:50:00	F	STEM	140B	5	6	Dr. Wolfe
CHEM 499  A	HONORS:CH RSRCH	HONORS	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
CHIN 102  A	ELEM CHINESE II	ELEMENTARY CHINESE II	09:00:00	09:50:00	MWF	HAL	103	4	4	Dr. Wolfe
CHIN 102  B	ELEM CHINESE II	ELEMENTARY CHINESE II	10:00:00	10:50:00	MWF	HAL	103	9	9	Dr. Wolfe
CHIN 202  A	INTMED CHIN II	INTERMEDIATE CHINESE II	14:00:00	14:50:00	MWF	HAL	103	6	7	Dr. Wolfe
CHIN 302  A	ADV CHINESE II	ADVANCED CHINESE II	11:00:00	11:50:00	MWF	HAL	103	6	7	Dr. Wolfe
CHIN 390  A	STDY: CHIN CONV	STUDY: CHINESE CONVERSATION	10:05:00	11:20:00	TR	HAL	103	2	2	Dr. Wolfe
COMM 104  A	PUB SPEAK/RHET	PUBLIC SPEAKING & RHETORIC	11:00:00	11:50:00	MWF	HAL	207	25	30	Dr. Wolfe
COMM 110  A	PRIN OF MEDIA	PRINCIPLES OF MEDIA	14:00:00	14:50:00	MWF	HAL	207	25	25	Dr. Wolfe
COMM 135  A	WRITE FOR MEDIA	WRITING FOR THE MEDIA	08:00:00	08:50:00	MWF	HAL	212	24	28	Dr. Wolfe
COMM 207  A	THEORIES/COMM	THEORIES OF COMMUNICATION	08:00:00	09:15:00	TR	HAL	208	39	39	Dr. Wolfe
COMM 212  A	RESEARCH METH I	RESEARCH METHODS IN COMM	11:30:00	12:45:00	TR	HAL	216	28	33	Dr. Wolfe
COMM 225  A	INTERCULT COMM	INTERCULTURAL COMMUNICATION	15:00:00	15:50:00	MWF	HAL	204	32	38	Dr. Wolfe
COMM 235  A	JOURNALISM	JOURNALISM	10:05:00	11:20:00	TR	HAL	201	20	24	Dr. Wolfe
COMM 303  A	PROFNL COMM	PROFESSIONAL COMMUNICATION	14:30:00	15:45:00	TR	HAL	304	27	27	Dr. Wolfe
COMM 359  A	SCREENWRITING	SCREENWRITING	10:00:00	10:50:00	MWF	HAL	204	20	24	Dr. Wolfe
COMM 360  A	INDEPENDENT STU	INDEPENDENT STUDY	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
COMM 362  A	MEDIA LAW/ETHIC	MEDIA LAW & ETHICS	12:00:00	12:50:00	MWF	HAL	312	26	31	Dr. Wolfe
COMM 390  A	STDY: INT COMM	STUDY: INTERPERSONAL COMMUNICATION	12:00:00	12:50:00	MWF	HAL	207	22	26	Dr. Wolfe
COMM 390  B	STDY:CRISIS COM	STUDY: CRISIS COMMUNICATION	13:00:00	14:15:00	TR	HAL	301	20	24	Dr. Wolfe
COMM 427  A	RHET THRY/CRIT	RHETRCL THEORY & CRITICISM	10:00:00	10:50:00	MWF	HAL	323	27	27	Dr. Wolfe
COMM 444  A	ADV FILM THEORY	ADVANCED FILM THEORY	13:00:00	14:15:00	TR	HAL	114	10	10	Dr. Wolfe
COMP 141  A	COMP PROGRAM I	COMP PROGRAMMING I	13:00:00	13:50:00	MWF	STEM	326	31	37	Dr. Wolfe
COMP 141  B	COMP PROGRAM I	COMP PROGRAMMING I	14:00:00	14:50:00	MWF	STEM	326	28	33	Dr. Wolfe
COMP 205  A	ETHICS COMP PRO	ETHICS IN COMPUTING PROFESSION	14:30:00	15:45:00	TR	HAL	114	31	37	Dr. Wolfe
COMP 205  B	ETHICS COMP PRO	ETHICS IN COMPUTING PROFESSION	14:30:00	15:45:00	TR	HAL	114	5	6	Dr. Wolfe
COMP 220  A	COMP PROGRAMMIN	COMP PROGRAMMING II	09:00:00	09:50:00	MWF	STEM	326	16	16	Dr. Wolfe
COMP 222  A	DATA STRUC/ALGO	INTRO TO DATA STRUCT & ALGORITHMS	10:05:00	11:20:00	TR	STEM	376	28	28	Dr. Wolfe
COMP 222  B	DATA STRUC/ALGO	INTRO TO DATA STRUCT & ALGORITHMS	11:30:00	12:45:00	TR	STEM	376	21	25	Dr. Wolfe
COMP 252  A	COMP ARCH ORG	COMPUTER ARCHITECTURE/ORG	11:00:00	11:50:00	MWF	STEM	326	33	39	Dr. Wolfe
COMP 314  A	FOUN COMP SCI	FOUNDATIONS OF COMPUTER SCIENCE	10:00:00	10:50:00	MWF	STEM	326	33	39	Dr. Wolfe
COMP 340  A	OPERATING SYST	OPERATING SYSTEMS	15:00:00	15:50:00	MWF	STEM	51	45	54	Dr. Wolfe
COMP 361  A	INT COMP GRAPH	INTRO TO COMPUTER GRAPHICS	14:00:00	14:50:00	MWF	STEM	376	30	30	Dr. Wolfe
COMP 390  A	STDY: CONCUR	STUDY: CONCURRENCY/PARALLEL PROG	08:00:00	09:15:00	TR	STEM	160B	12	12	Dr. Wolfe
COMP 401  A	IOS PROGRAMMING	IOS PROGRAMMING	11:30:00	12:45:00	TR	STEM	326	24	28	Dr. Wolfe
COMP 443  A	OOPL/EVENT-DRIV	OOPL/EVENT-DRIVEN PROG	14:30:00	15:45:00	TR	STEM	376	18	18	Dr. Wolfe
COMP 446  A	ADV COMP GAME	ADV COMPUTER GAME DESIGN/DEV	10:05:00	11:20:00	TR	STEM	326	15	15	Dr. Wolfe
COMP 450  A	SOFTWARE ENGR	SOFTWARE ENGINEERING	12:00:00	12:50:00	MWF	STEM	376	23	27	Dr. Wolfe
COMP 450  B	SOFTWARE ENGR	SOFTWARE ENGINEERING	13:00:00	13:50:00	MWF	STEM	376	23	27	Dr. Wolfe
COMP 452  A	SR PROJECT II	SENIOR PROJECT II	09:00:00	09:50:00	MWF	STEM	376	28	33	Dr. Wolfe
ECON 101  A	PRIN ECON-MICRO	PRIN OF ECONOMICS-MICRO	11:00:00	11:50:00	MWF	HAL	310	56	67	Dr. Wolfe
ECON 101  B	PRIN ECON-MICRO	PRIN OF ECONOMICS-MICRO	14:00:00	14:50:00	MWF	HAL	113	56	67	Dr. Wolfe
ECON 102  A	PRIN ECON-MACRO	PRIN OF ECONOMICS-MACRO	08:00:00	09:15:00	TR	HAL	310	23	27	Dr. Wolfe
ECON 102  B	PRIN ECON-MACRO	PRIN OF ECONOMICS-MACRO	11:30:00	12:45:00	TR	HAL	310	39	46	Dr. Wolfe
ECON 120  A	FOUND OF ECON	FOUNDATIONS OF ECONOMICS	15:00:00	15:50:00	MWF	HAL	113	44	52	Dr. Wolfe
ECON 209  A	ENTR & ENTERPRI	ENTREPRENEURSHIP & ENTERPRISE	13:00:00	13:50:00	MWF	HAL	212	24	28	Dr. Wolfe
ECON 290  A	VISION/VALUES	STUDY: VISION AND VALUES CONF	NULL	NULL		NULL	NULL	14	16	Dr. Wolfe
